seic,seic_benefit,SEIC ERROR,health,health_benefit,Health ERROR,house,house_benefit,House ERROR,nutrition,nutrition_benefit,Nutrition ERROR,livelihood,livelihood_benefit,livelihood ERROR,education,education_benefit,Education ERROR,scheme1,scheme1_benefit,Scheme-1 ERROR,scheme2,scheme2_benefit,Scheme-2 ERROR
56,49772,No Error,48,30665,No Error,66,55723,No Error,28,49918,No Error,84,49987,No Error,55,28526,No Error,55,Non-Eligible,No Error,73,Non-Eligible,No Error
44,83214,No Error,43,27563,No Error,42,78651,No Error,38,26205,No Error,36,99230,No Error,61,36639,No Error,35,Non-Eligible,No Error,89,Eligible,No Error
78,68069,No Error,50,43381,No Error,88,57090,No Error,89,60164,No Error,68,77701,No Error,97,38657,No Error,89,Non-Eligible,EOE,55,Eligible,No Error
56,49139,No Error,96,41153,No Error,51,33830,No Error,30,49915,No Error,52,72093,No Error,52,38958,No Error,67,Eligible,No Error,98,Eligible,No Error
59,64942,No Error,53,77917,No Error,61,12853,No Error,30,31991,No Error,62,88232,No Error,93,71644,No Error,52,Non-Eligible,No Error,33,Eligible,No Error
60,68642,No Error,62,53236,No Error,55,34110,No Error,61,43560,No Error,46,98585,No Error,76,13768,No Error,50,Non-Eligible,No Error,72,Non-Eligible,No Error
68,57290,No Error,50,61671,No Error,48,58755,No Error,99,65773,No Error,80,87011,No Error,66,35779,No Error,79,Non-Eligible,No Error,74,Eligible,No Error
57,13845,No Error,25,5185,No Error,87,29009,No Error,94,72980,No Error,28,45904,No Error,51,35459,No Error,41,Eligible,No Error,22,Non-Eligible,No Error
63,12532,No Error,39,28162,No Error,95,64135,No Error,65,27499,No Error,46,14123,No Error,71,49797,No Error,26,Eligible,No Error,94,Non-Eligible,EOE
75,79135,No Error,80,68974,No Error,91,50147,No Error,56,45229,No Error,59,61249,No Error,93,61437,No Error,97,Non-Eligible,EOE,24,Eligible,No Error
52,46030,No Error,27,78837,No Error,70,20678,No Error,30,60869,No Error,63,85737,No Error,72,51138,No Error,88,Eligible,No Error,86,Eligible,No Error
63,67685,No Error,45,28449,No Error,93,36796,No Error,38,72714,No Error,93,48124,No Error,48,69740,No Error,62,Non-Eligible,No Error,52,Non-Eligible,No Error
72,10919,EOE,73,35357,No Error,68,15010,No Error,39,45947,No Error,88,38399,No Error,93,627,EOE,61,Non-Eligible,No Error,70,Non-Eligible,No Error
58,32916,No Error,99,33402,No Error,66,47179,No Error,54,8102,No Error,36,47212,No Error,35,56651,No Error,100,Eligible,No Error,16,Eligible,EOI
65,56271,No Error,87,11294,No Error,66,44522,No Error,75,26946,No Error,0,21929,No Error,99,49818,No Error,36,Non-Eligible,No Error,10,Eligible,EOI
64,15200,No Error,71,34002,No Error,54,77293,No Error,29,20813,No Error,77,98022,No Error,92,38203,No Error,75,Non-Eligible,No Error,100,Non-Eligible,EOE
49,41543,No Error,35,46982,No Error,50,63830,No Error,55,36710,No Error,41,89746,No Error,67,57013,No Error,89,Eligible,No Error,74,Non-Eligible,No Error
64,75400,No Error,30,49215,No Error,75,35569,No Error,84,59770,No Error,67,14772,No Error,67,55897,No Error,43,Non-Eligible,No Error,64,Non-Eligible,No Error
67,36347,No Error,28,30492,No Error,90,54503,No Error,93,26176,No Error,43,23166,No Error,81,8241,EOE,90,Non-Eligible,EOE,100,Eligible,No Error
46,67861,No Error,24,79560,EOI,47,67497,No Error,21,10552,No Error,72,18983,No Error,70,70941,No Error,50,Non-Eligible,No Error,85,Eligible,No Error
60,17160,No Error,44,34964,No Error,51,50443,No Error,53,14898,No Error,93,61371,No Error,62,41969,No Error,29,Non-Eligible,No Error,42,Non-Eligible,No Error
65,15918,No Error,93,55881,No Error,83,21844,No Error,61,46888,No Error,15,69114,EOI,74,29923,No Error,77,Eligible,No Error,58,Non-Eligible,No Error
51,43147,No Error,33,36360,No Error,53,31789,No Error,12,2148,No Error,73,98966,No Error,84,28037,No Error,85,Eligible,No Error,70,Eligible,No Error
82,44670,No Error,68,9788,No Error,98,21707,No Error,81,66903,No Error,94,65660,No Error,69,57781,No Error,26,Eligible,No Error,98,Non-Eligible,EOE
44,11033,No Error,98,51306,No Error,48,65136,No Error,13,41203,EOI,12,60970,EOI,50,73891,No Error,91,Eligible,No Error,32,Non-Eligible,No Error
43,57981,No Error,30,24234,No Error,33,66015,No Error,12,78553,EOI,75,43417,No Error,65,24190,No Error,24,Non-Eligible,No Error,35,Non-Eligible,No Error
65,67713,No Error,25,59534,EOI,40,27164,No Error,98,69473,No Error,68,87368,No Error,95,47514,No Error,79,Non-Eligible,No Error,58,Non-Eligible,No Error
51,40491,No Error,46,5445,No Error,80,36920,No Error,15,21084,No Error,36,27541,No Error,78,8830,EOE,94,Eligible,No Error,43,Non-Eligible,No Error
63,17835,No Error,53,68771,No Error,34,69400,No Error,67,55722,No Error,71,60614,No Error,91,59071,No Error,57,Non-Eligible,No Error,95,Non-Eligible,EOE
67,65858,No Error,58,23067,No Error,77,40552,No Error,87,6200,EOE,26,66863,No Error,88,8715,EOE,93,Non-Eligible,EOE,79,Non-Eligible,No Error
61,77131,No Error,46,52025,No Error,74,78292,No Error,22,17335,No Error,73,79800,No Error,92,76434,No Error,27,Eligible,No Error,88,Eligible,No Error
44,57274,No Error,35,73975,No Error,46,16894,No Error,41,46239,No Error,58,97706,No Error,42,37902,No Error,67,Non-Eligible,No Error,10,Non-Eligible,No Error
72,83769,No Error,24,49884,EOI,95,37939,No Error,72,69054,No Error,81,98894,No Error,88,57466,No Error,50,Non-Eligible,No Error,72,Non-Eligible,No Error
43,68064,No Error,51,14409,No Error,65,13258,No Error,12,51868,EOI,4,62494,EOI,86,58730,No Error,54,Eligible,No Error,45,Non-Eligible,No Error
69,3656,No Error,29,31663,No Error,79,75396,No Error,86,71796,No Error,83,15466,No Error,69,11333,No Error,30,Eligible,No Error,100,Non-Eligible,EOE
52,5245,No Error,63,39086,No Error,32,76347,No Error,98,73768,No Error,8,33087,No Error,63,22600,No Error,35,Eligible,No Error,54,Non-Eligible,No Error
50,55255,No Error,28,16916,No Error,92,50681,No Error,56,46616,No Error,9,574,No Error,66,67295,No Error,66,Non-Eligible,No Error,53,Eligible,No Error
60,20907,No Error,71,60050,No Error,84,26364,No Error,75,46089,No Error,30,28405,No Error,42,5198,No Error,69,Non-Eligible,No Error,75,Non-Eligible,No Error
63,95985,No Error,76,71764,No Error,82,78230,No Error,23,64630,EOI,74,46951,No Error,60,31584,No Error,43,Non-Eligible,No Error,81,Eligible,No Error
88,66651,No Error,82,65744,No Error,92,17939,No Error,94,68006,No Error,94,82276,No Error,78,28181,No Error,27,Eligible,No Error,47,Eligible,No Error
57,32804,No Error,36,22515,No Error,92,1050,EOE,10,78862,EOI,94,88706,No Error,54,79637,No Error,93,Eligible,No Error,57,Non-Eligible,No Error
70,18613,EOE,91,66112,No Error,80,18015,No Error,53,33135,No Error,95,6668,EOE,33,58926,No Error,49,Eligible,No Error,19,Eligible,EOI
66,49191,No Error,80,44541,No Error,86,17218,No Error,100,4367,EOE,15,56111,EOI,52,47243,No Error,59,Non-Eligible,No Error,19,Non-Eligible,No Error
53,69039,No Error,66,29955,No Error,100,32312,No Error,11,24729,No Error,27,1880,No Error,63,2050,No Error,30,Non-Eligible,No Error,27,Non-Eligible,No Error
58,79688,No Error,38,76124,No Error,92,27244,No Error,59,8071,No Error,15,16584,No Error,88,18682,No Error,40,Non-Eligible,No Error,57,Eligible,No Error
53,5117,No Error,24,70482,EOI,64,60079,No Error,18,76589,EOI,71,71214,No Error,90,41642,No Error,90,Eligible,No Error,63,Eligible,No Error
58,91380,No Error,51,16524,No Error,52,71371,No Error,17,5412,No Error,73,64343,No Error,98,65115,No Error,90,Non-Eligible,EOE,49,Non-Eligible,No Error
69,97653,No Error,21,14174,No Error,97,35368,No Error,82,79852,No Error,63,45812,No Error,85,49254,No Error,79,Eligible,No Error,79,Eligible,No Error
59,4095,No Error,95,26598,No Error,50,78924,No Error,51,9406,No Error,15,64014,EOI,88,9794,EOE,86,Non-Eligible,EOE,43,Non-Eligible,No Error
52,10835,No Error,35,20136,No Error,81,69783,No Error,36,12944,No Error,14,42810,EOI,97,41516,No Error,22,Eligible,No Error,85,Non-Eligible,EOE
61,99685,No Error,48,74494,No Error,83,21132,No Error,64,37280,No Error,71,90974,No Error,40,34121,No Error,84,Eligible,No Error,13,Non-Eligible,No Error
69,12885,No Error,60,21974,No Error,93,33923,No Error,59,30579,No Error,45,2861,No Error,91,69715,No Error,27,Non-Eligible,No Error,66,Eligible,No Error
52,67417,No Error,91,25921,No Error,35,68321,No Error,90,33974,No Error,14,63005,EOI,30,39434,No Error,51,Eligible,No Error,97,Eligible,No Error
51,33297,No Error,75,71305,No Error,31,26442,No Error,63,60326,No Error,19,26088,No Error,69,73666,No Error,35,Eligible,No Error,91,Eligible,No Error
47,68807,No Error,25,2953,No Error,64,12499,No Error,40,47120,No Error,72,43339,No Error,36,3479,No Error,47,Non-Eligible,No Error,26,Non-Eligible,No Error
56,42047,No Error,37,23499,No Error,99,49822,No Error,26,26096,No Error,52,84957,No Error,70,22080,No Error,23,Eligible,No Error,78,Non-Eligible,No Error
76,50085,No Error,34,39669,No Error,74,66843,No Error,89,56474,No Error,96,54064,No Error,88,61559,No Error,59,Eligible,No Error,49,Eligible,No Error
49,40699,No Error,48,52068,No Error,87,71867,No Error,65,15918,No Error,10,24398,No Error,39,73823,No Error,58,Eligible,No Error,68,Eligible,No Error
58,23959,No Error,51,25148,No Error,42,16658,No Error,46,34170,No Error,81,32058,No Error,71,37192,No Error,85,Eligible,No Error,62,Non-Eligible,No Error
60,89018,No Error,97,2194,EOE,39,53250,No Error,22,45415,EOI,47,68490,No Error,95,9330,EOE,39,Eligible,No Error,77,Eligible,No Error
66,65683,No Error,68,55289,No Error,92,9404,EOE,40,15217,No Error,47,70231,No Error,83,62623,No Error,74,Eligible,No Error,93,Non-Eligible,EOE
53,1979,No Error,33,19229,No Error,43,28421,No Error,71,54968,No Error,69,57444,No Error,51,12918,No Error,27,Non-Eligible,No Error,28,Eligible,No Error
65,93010,No Error,70,61295,No Error,52,69857,No Error,56,4938,No Error,61,65823,No Error,89,18116,No Error,87,Non-Eligible,EOE,52,Non-Eligible,No Error
70,74792,No Error,85,41493,No Error,40,40605,No Error,65,12736,No Error,81,11070,No Error,82,41737,No Error,31,Eligible,No Error,93,Non-Eligible,EOE
57,29525,No Error,33,29058,No Error,41,9179,No Error,83,15795,No Error,88,27630,No Error,44,6050,No Error,35,Non-Eligible,No Error,96,Non-Eligible,EOE
74,33323,No Error,71,70769,No Error,78,44596,No Error,61,32104,No Error,87,27683,No Error,76,8810,EOE,69,Eligible,No Error,69,Non-Eligible,No Error
76,81145,No Error,68,13829,No Error,85,9407,EOE,50,55761,No Error,88,1614,EOE,90,17134,No Error,56,Eligible,No Error,85,Non-Eligible,EOE
60,4368,No Error,74,10920,No Error,36,7946,No Error,54,35930,No Error,55,96041,No Error,83,44694,No Error,42,Eligible,No Error,65,Eligible,No Error
65,13675,No Error,86,56397,No Error,85,69681,No Error,44,32155,No Error,75,68830,No Error,37,70823,No Error,80,Non-Eligible,EOE,58,Non-Eligible,No Error
53,38224,No Error,28,22253,No Error,48,7873,No Error,39,64345,No Error,79,92468,No Error,75,44851,No Error,58,Non-Eligible,No Error,84,Non-Eligible,EOE
67,91367,No Error,23,61430,EOI,40,75636,No Error,99,44051,No Error,83,69556,No Error,90,34835,No Error,94,Non-Eligible,EOE,85,Non-Eligible,EOE
41,75864,No Error,33,43933,No Error,60,25969,No Error,12,10918,No Error,44,68631,No Error,57,52474,No Error,93,Eligible,No Error,30,Eligible,No Error
43,77123,No Error,52,54747,No Error,50,16241,No Error,21,58777,EOI,5,60958,EOI,91,29091,No Error,72,Non-Eligible,No Error,40,Eligible,No Error
54,44088,No Error,93,20843,No Error,76,22252,No Error,14,38628,No Error,8,74661,EOI,83,5326,EOE,66,Eligible,No Error,95,Eligible,No Error
42,83409,No Error,51,24229,No Error,99,61096,No Error,22,19520,No Error,8,50098,EOI,32,29927,No Error,31,Eligible,No Error,22,Eligible,No Error
66,17418,No Error,35,654,No Error,98,72472,No Error,90,79111,No Error,74,85718,No Error,34,55529,No Error,71,Eligible,No Error,78,Non-Eligible,No Error
63,94639,No Error,94,77924,No Error,54,60321,No Error,20,11138,No Error,74,7887,No Error,75,53769,No Error,41,Eligible,No Error,41,Non-Eligible,No Error
48,29505,No Error,75,27218,No Error,44,50737,No Error,51,63134,No Error,40,87264,No Error,33,33890,No Error,100,Eligible,No Error,85,Eligible,No Error
42,51979,No Error,44,72479,No Error,48,15575,No Error,36,40908,No Error,53,4311,No Error,30,39063,No Error,79,Eligible,No Error,50,Eligible,No Error
58,43006,No Error,54,27413,No Error,97,74656,No Error,30,9235,No Error,36,74015,No Error,77,66026,No Error,27,Eligible,No Error,16,Eligible,EOI
57,63750,No Error,52,35996,No Error,49,66004,No Error,66,52784,No Error,84,60836,No Error,37,39619,No Error,31,Non-Eligible,No Error,17,Eligible,EOI
56,89254,No Error,70,62509,No Error,46,71650,No Error,78,49044,No Error,26,7362,No Error,64,43254,No Error,95,Eligible,No Error,11,Eligible,EOI
63,39268,No Error,56,880,No Error,40,18903,No Error,72,26021,No Error,76,83847,No Error,73,9488,No Error,73,Eligible,No Error,16,Non-Eligible,No Error
69,7943,No Error,70,59878,No Error,59,20431,No Error,67,27050,No Error,76,17062,No Error,77,19107,No Error,61,Eligible,No Error,82,Non-Eligible,EOE
32,31553,No Error,26,22599,No Error,38,35590,No Error,51,53921,No Error,0,64814,EOI,49,70328,No Error,45,Non-Eligible,No Error,79,Eligible,No Error
59,55157,No Error,72,21110,No Error,75,20644,No Error,93,35672,No Error,4,59634,EOI,51,54813,No Error,53,Eligible,No Error,41,Non-Eligible,No Error
63,2680,No Error,66,59642,No Error,55,6370,No Error,45,4484,No Error,87,43431,No Error,65,8136,No Error,38,Eligible,No Error,68,Non-Eligible,No Error
63,24522,No Error,66,40836,No Error,88,16314,No Error,77,60612,No Error,29,50162,No Error,57,75167,No Error,61,Non-Eligible,No Error,29,Non-Eligible,No Error
51,38138,No Error,82,78540,No Error,95,6727,EOE,18,27349,No Error,2,81956,EOI,58,61647,No Error,66,Eligible,No Error,29,Eligible,No Error
59,66822,No Error,68,73479,No Error,43,21642,No Error,66,9597,No Error,54,90678,No Error,66,20881,No Error,41,Non-Eligible,No Error,89,Non-Eligible,EOE
59,3135,No Error,73,33162,No Error,30,18571,No Error,80,47411,No Error,52,51524,No Error,60,33357,No Error,66,Eligible,No Error,89,Non-Eligible,EOE
75,72892,No Error,46,17726,No Error,63,45857,No Error,84,47227,No Error,96,12192,No Error,90,8271,EOE,57,Non-Eligible,No Error,30,Non-Eligible,No Error
68,36870,No Error,82,68075,No Error,72,48796,No Error,94,31021,No Error,1,88126,EOI,93,15565,No Error,45,Eligible,No Error,31,Eligible,No Error
66,90726,No Error,98,44878,No Error,40,19399,No Error,73,71059,No Error,25,33965,No Error,95,61393,No Error,68,Eligible,No Error,51,Non-Eligible,No Error
70,22220,No Error,77,42198,No Error,67,61973,No Error,70,62083,No Error,63,76362,No Error,77,75997,No Error,96,Eligible,No Error,30,Non-Eligible,No Error
55,76769,No Error,26,29930,No Error,63,36534,No Error,44,54129,No Error,82,19005,No Error,63,26511,No Error,92,Eligible,No Error,57,Non-Eligible,No Error
71,47214,No Error,71,55536,No Error,43,23938,No Error,89,30740,No Error,95,69295,No Error,59,55304,No Error,28,Eligible,No Error,96,Non-Eligible,EOE
61,88109,No Error,77,66334,No Error,36,11105,No Error,39,47733,No Error,97,13548,No Error,59,16752,No Error,88,Non-Eligible,EOE,57,Non-Eligible,No Error
59,41445,No Error,62,18290,No Error,43,32713,No Error,98,17948,No Error,17,72829,EOI,79,64343,No Error,21,Non-Eligible,No Error,94,Eligible,No Error
55,10658,No Error,29,20585,No Error,71,18491,No Error,18,36261,No Error,72,95135,No Error,87,48698,No Error,65,Eligible,No Error,47,Non-Eligible,No Error
53,9948,No Error,83,26327,No Error,55,77688,No Error,24,50447,EOI,73,17183,No Error,32,37476,No Error,63,Eligible,No Error,59,Eligible,No Error
60,631,No Error,58,67005,No Error,37,23707,No Error,29,51460,No Error,99,31047,No Error,80,9438,EOE,35,Non-Eligible,No Error,99,Eligible,No Error
58,73025,No Error,84,55388,No Error,43,36247,No Error,22,29414,No Error,47,52764,No Error,98,62021,No Error,96,Non-Eligible,EOE,92,Eligible,No Error
58,16730,No Error,78,29615,No Error,48,69450,No Error,54,79577,No Error,36,60109,No Error,76,26930,No Error,60,Non-Eligible,No Error,15,Eligible,EOI
61,5866,No Error,78,36995,No Error,55,40732,No Error,51,41666,No Error,41,46256,No Error,82,44414,No Error,24,Eligible,No Error,82,Non-Eligible,EOE
57,63324,No Error,30,22814,No Error,60,47724,No Error,86,49197,No Error,60,47190,No Error,50,61232,No Error,24,Eligible,No Error,25,Non-Eligible,No Error
61,93139,No Error,46,29072,No Error,36,71485,No Error,43,49448,No Error,81,941,EOE,99,74056,No Error,92,Eligible,No Error,98,Non-Eligible,EOE
76,85823,No Error,84,77003,No Error,58,75506,No Error,89,34778,No Error,62,15161,No Error,90,16247,No Error,87,Non-Eligible,EOE,69,Eligible,No Error
50,69222,No Error,78,18354,No Error,87,29149,No Error,11,50370,EOI,14,26278,No Error,62,46375,No Error,45,Non-Eligible,No Error,51,Eligible,No Error
51,47968,No Error,63,20999,No Error,31,35201,No Error,96,30361,No Error,7,86138,EOI,62,19373,No Error,85,Eligible,No Error,28,Non-Eligible,No Error
57,92630,No Error,50,32177,No Error,48,9962,No Error,61,53548,No Error,80,73153,No Error,46,14161,No Error,96,Eligible,No Error,21,Non-Eligible,No Error
52,3291,No Error,81,13556,No Error,77,38730,No Error,60,19188,No Error,0,144,No Error,44,76913,No Error,96,Eligible,No Error,16,Non-Eligible,No Error
47,29877,No Error,31,57479,No Error,68,70539,No Error,70,24098,No Error,31,9287,No Error,39,77368,No Error,88,Non-Eligible,EOE,50,Eligible,No Error
71,87733,No Error,59,39681,No Error,100,31745,No Error,86,45901,No Error,57,4342,No Error,55,57327,No Error,96,Non-Eligible,EOE,61,Eligible,No Error
51,6609,No Error,43,78166,No Error,64,3259,No Error,32,60035,No Error,44,42270,No Error,75,46869,No Error,66,Non-Eligible,No Error,16,Eligible,EOI
74,38543,No Error,24,54751,EOI,66,43574,No Error,97,51013,No Error,97,76662,No Error,89,49999,No Error,99,Non-Eligible,EOE,33,Non-Eligible,No Error
67,16409,No Error,95,33340,No Error,44,63679,No Error,97,12822,No Error,17,3135,No Error,84,11987,No Error,57,Eligible,No Error,96,Non-Eligible,EOE
53,97004,No Error,32,58178,No Error,43,22355,No Error,81,21313,No Error,66,97461,No Error,47,40583,No Error,75,Eligible,No Error,78,Non-Eligible,No Error
57,49587,No Error,39,40703,No Error,37,40884,No Error,95,36599,No Error,25,86697,EOI,92,4905,EOE,46,Eligible,No Error,63,Non-Eligible,No Error
52,19609,No Error,62,43961,No Error,57,50384,No Error,65,36664,No Error,28,77468,No Error,49,3726,No Error,42,Eligible,No Error,89,Non-Eligible,EOE
56,48612,No Error,81,41473,No Error,93,41416,No Error,23,16725,No Error,10,95474,EOI,74,55895,No Error,72,Eligible,No Error,97,Eligible,No Error
57,43077,No Error,89,4587,EOE,99,70980,No Error,27,58590,No Error,32,3053,No Error,38,14678,No Error,83,Non-Eligible,EOE,51,Eligible,No Error
58,52299,No Error,31,45591,No Error,74,68617,No Error,95,41210,No Error,36,78146,No Error,54,75792,No Error,67,Non-Eligible,No Error,64,Non-Eligible,No Error
58,99507,No Error,27,9898,No Error,98,33029,No Error,62,68869,No Error,49,77059,No Error,54,15753,No Error,79,Eligible,No Error,83,Non-Eligible,EOE
